1371,1114,1261,2089,1530,2089,1965,757,1965,712,2664,415,1836,1831,163,42,163,2667,2295,881,1256,881,2454,1342,359,2498,2147,2498,2499,1871,359,1787,2676,1787,2676,611,511,74,949,74,
2668,2365,2190,1955,2190,2365,2668,2365,2190,2188,2149,2188,2149,2188,2189,2190,2189,2365,2190,2365,2190,2365,2668,2365,2189,2365,2668,2365,2189,2188,2149,1955,2149,2190,1955,2194,2190,2149,2194,2188,
1412,1431,861,1678,1339,434,1339,1678,861,1431,861,1678,1570,1111,1101,1111,1339,2443,2343,2443,2343,208,88,587,214,78,2681,160,469,214,587,214,157,2540,1857,160,469,214,587,2239,
1217,1349,1217,1349,1217,1349,1217,1349,1217,1349,1217,1349,1217,1349,1217,1349,1217,1349,1217,1349,1217,1349,1217,1349,1217,1349,1217,1349,1217,1349,1217,1349,1217,1349,1217,1349,1217,1349,1217,1349,
2471,2245,2243,2245,2243,831,2243,831,2243,2244,2243,2244,2243,2245,2471,2245,2243,831,885,831,2466,1830,2585,1263,1234,1275,378,2195,1963,286,2195,286,2195,1963,378,1275,1234,1275,1234,790,
1469,1004,2146,2182,591,640,1897,1003,2182,2011,2182,1003,1897,2182,591,488,591,672,2329,2589,2329,1428,2539,1428,2079,1428,1312,638,1327,638,375,1576,426,2126,2426,2493,2426,1007,1919,1007,
1304,1354,1047,1344,1345,1046,1345,1046,1121,806,1121,540,523,163,1890,163,2564,1159,2564,1159,163,290,2220,2226,2220,2252,2277,2624,1878,2571,1878,2624,1931,2277,2624,1878,2571,2496,613,2571,
2477,2678,2576,1051,1052,832,1052,600,745,1932,2024,427,493,427,1760,427,391,1283,1547,1283,427,1399,427,698,1431,1412,1111,1412,1111,258,14,258,14,268,232,268,258,268,613,2571,
945,327,326,324,389,324,278,1898,278,326,278,1898,2108,1898,1268,2140,1268,2419,492,565,1316,295,1782,565,691,552,210,644,552,60,688,60,565,478,396,478,303,426,2369,256,
2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,
218,478,274,566,699,566,34,566,1643,773,1643,773,1643,1189,1643,1189,1687,773,656,650,656,773,1687,898,108,250,107,108,498,107,1288,108,250,577,1532,327,1532,558,905,558,
2522,2275,2268,1753,2268,2275,2445,2268,1753,2268,2445,2275,2191,362,747,234,747,719,747,234,747,113,747,526,427,1399,427,2437,2433,2437,427,494,427,696,747,600,205,747,83,294,
476,1091,1288,1593,1437,891,1437,1287,976,1287,976,1287,787,1287,1437,1287,810,1287,787,1287,1414,1393,1502,772,2076,1324,260,619,260,2524,2088,1527,1543,1324,2076,211,1527,1240,1147,1347,
1080,1321,297,809,1129,1222,1321,1080,812,1080,812,1365,814,1365,812,1341,812,1080,812,1341,1044,809,1080,814,1365,1044,1365,1044,1365,809,812,814,1321,1041,1321,814,809,1044,814,809,
244,750,244,565,1438,565,2480,565,691,565,1316,565,2118,565,173,566,34,566,565,34,559,34,566,858,991,1084,858,281,858,2556,1904,2556,858,1084,991,1368,454,1368,454,1368,
1742,2456,41,23,759,23,41,1982,2153,2022,2219,2022,2153,2002,2153,1977,2153,2022,2008,2153,1713,1991,1713,2002,2510,1977,2318,2153,2699,2153,2318,491,468,896,1372,896,1372,352,41,533,
1082,1259,92,2438,2091,1944,1259,1082,2312,2587,2312,1259,1944,2091,2438,2091,2617,344,1881,2450,1881,344,675,1445,344,2609,2080,2609,344,1881,2450,1881,344,1312,1260,1104,1260,1312,1622,1578,
2219,2008,2219,2022,2008,2153,1982,41,352,41,2456,1742,2456,48,1783,48,725,93,759,161,95,1255,358,95,161,95,161,996,161,2311,161,713,347,713,161,996,1015,996,1015,996,
959,1130,1334,163,1069,1455,793,1330,793,1715,163,2600,523,1931,2624,1878,2571,2496,613,14,746,14,746,299,596,299,596,299,746,14,613,2571,2107,2574,427,2295,2667,2504,1663,2504,
1417,1421,1417,1421,1417,1421,821,1389,1050,1389,1079,611,2385,2676,2385,2499,2500,1068,2500,2322,2498,2500,2499,1418,726,1418,2499,2147,2498,2567,359,203,359,2376,2499,1935,2499,863,2499,203,
871,1591,871,1591,871,1591,33,250,107,498,108,1288,499,1287,787,1287,905,1393,1397,905,976,1287,905,1393,1437,1393,976,1268,1842,1268,2140,2292,1111,1339,2677,1339,434,1339,1335,1337,
1517,1612,1517,1612,1517,1612,1517,1612,1517,1612,1517,1612,1517,1612,1517,1612,1517,1612,1517,1612,1517,1612,1517,1612,1517,1612,1517,1612,1517,1612,1517,1612,1517,1612,1517,1612,1517,1612,1517,1612,
1022,1282,1281,1604,1272,1604,1451,1604,1272,1451,1346,1281,948,1281,948,1281,1451,1281,1451,1272,1451,1281,1451,1281,1282,1272,1604,1272,1604,1281,1282,1446,1282,1281,1282,948,1281,1282,1471,693,
1129,1190,1321,1222,1321,814,1044,1365,809,1080,814,1365,809,812,809,1639,1615,1229,809,1639,809,1639,809,1615,1229,1615,809,1365,814,1365,812,1341,1044,1341,1044,814,1129,919,908,2304,
2250,1696,2330,1631,2598,854,2598,1230,1178,854,1178,1232,2211,1971,995,2673,1224,145,390,163,856,793,1734,163,1139,1572,163,1575,1305,1098,1305,1065,163,191,163,1717,941,1441,1717,163,
2498,2567,2498,2322,359,2567,2498,2147,2019,157,2019,2147,2499,2385,611,511,74,71,677,71,1923,1928,74,622,74,987,1608,2225,256,928,983,928,256,634,2593,634,1570,634,635,89,
2254,2039,1060,1136,1333,1514,1333,1514,429,1290,1019,906,1860,2430,2647,2658,1559,1664,740,164,740,157,766,181,518,2532,518,76,694,76,1128,76,392,76,1548,1374,1548,1374,1548,76,
1473,1249,793,943,1016,1070,1016,728,243,728,943,1016,1070,163,1277,2152,1277,2152,2429,1143,2429,2317,2429,2317,2429,2624,1878,2571,613,2571,2107,2496,2107,2046,616,613,14,31,1116,611,
2652,2308,240,2308,2652,2308,2652,2308,240,61,240,61,240,61,240,61,240,2652,2308,240,2652,2308,2652,240,2308,240,61,240,61,240,2652,240,61,240,61,240,61,240,2308,240,
1331,1167,1332,1167,1331,1167,1331,1167,1331,1167,1332,1167,1331,1167,1331,1167,1332,1167,1330,1167,1332,1167,1331,1167,1331,1167,1332,1167,1330,1167,1332,1167,1330,793,1249,1473,1474,380,163,2396,
915,1294,915,1172,915,1172,2341,1757,1268,2140,2292,2140,2292,1111,1412,1431,698,360,698,1431,1181,1431,1412,1111,1328,1423,2583,102,1893,1908,1647,1908,1838,2380,215,478,274,204,1645,477,
1527,419,260,619,260,2166,260,1324,1543,1324,260,1324,2076,772,312,772,1147,1347,1241,1147,1240,772,1147,772,742,645,51,645,51,772,312,427,312,427,2258,427,1405,1463,1512,1267,
1549,339,270,339,495,339,270,339,342,776,342,339,342,1945,729,1945,342,1993,1945,729,467,2016,467,2000,467,276,1993,729,1945,1993,729,467,270,495,339,270,573,464,573,464,
561,427,2295,881,572,747,527,747,110,747,502,294,1438,807,1438,807,1672,696,215,2061,215,696,427,2255,2412,2255,2412,427,202,427,916,2374,2513,1366,1373,1366,2414,1718,2414,2373,
501,503,174,2409,1644,822,1484,1522,1484,931,1053,931,1053,1463,999,1463,1406,1463,931,1053,853,2423,550,438,79,2207,79,2207,1786,2207,79,2207,79,438,607,438,96,2061,2062,2052,
2105,2621,2105,2621,2105,2621,2105,2621,2105,2621,2105,2621,2105,2621,2105,2621,2105,2621,2105,2621,2105,2621,2105,2621,2105,2621,2105,2621,2105,2621,2105,2621,2105,2621,2105,2621,2105,2621,2105,2621,
742,1240,1241,1147,1347,84,998,1241,1147,1241,84,950,1240,1347,1147,1347,1241,998,84,998,84,1241,1347,1147,772,312,577,250,108,498,250,708,1116,611,1668,611,2230,157,2680,157,
606,537,606,537,1204,537,357,243,53,1563,803,1439,803,53,1563,53,243,357,803,1563,53,243,53,803,357,1563,53,243,728,243,357,803,53,243,53,1563,803,53,243,728,
2189,2365,2189,2190,2189,2190,2149,2190,2149,2194,2188,2194,2190,2189,2188,2190,2189,2190,2149,2188,2190,2149,2194,2149,2194,2188,2194,2189,2188,2189,2190,1955,2149,2188,2194,2188,2149,2194,1955,2190,
1480,924,1539,136,1539,378,1963,2195,378,1963,378,1539,2091,303,2091,585,2091,1944,2091,1944,1259,2312,1082,1081,1082,2312,1259,1081,521,638,862,986,2605,986,2605,1401,565,2,471,2,
1978,1713,1716,1991,1716,2153,2318,491,2318,491,2318,2153,1713,138,748,1933,2660,558,1816,2485,566,688,835,1248,688,60,562,1183,738,552,473,1459,2221,1459,633,611,899,1565,1088,1565,
2072,667,867,46,238,489,46,867,667,1928,2114,1923,71,1641,1086,1545,1909,1582,632,683,635,208,430,2487,430,1284,230,520,524,520,230,406,230,1284,1169,1284,230,142,391,142,
880,815,1523,1060,1136,1018,1136,1286,1136,1142,1018,1136,1030,163,2200,1969,2363,1719,1216,1571,343,1098,1911,2206,1925,2133,2199,1184,1362,163,1206,1544,566,16,566,688,1248,688,252,74,
358,95,358,95,358,1255,99,1255,95,1255,358,95,1255,894,1255,99,2592,99,1619,1613,99,1255,95,161,2311,2448,2311,161,996,161,2311,2285,2311,2448,519,510,519,193,192,519,
1158,1555,558,1816,566,588,747,203,747,763,241,763,1879,1760,1879,2355,763,747,328,747,741,747,368,611,413,611,386,611,511,611,179,611,1116,611,133,611,133,611,1315,2595,
409,2582,462,187,462,2582,462,1644,1290,893,1290,378,1207,378,1678,861,1431,698,427,610,747,203,359,808,1342,2454,881,1411,2203,881,74,2513,74,2266,2421,1906,2421,2266,2421,2590,
1390,1491,903,1672,807,294,466,552,554,565,82,410,298,552,548,82,239,552,370,875,1192,321,2305,321,1192,875,1192,875,775,1459,2404,2221,1527,2088,248,419,260,2166,776,2088,
886,1295,886,1295,886,1295,886,1295,886,1295,886,1295,886,1295,886,1295,886,1295,886,1295,886,1295,886,1295,886,1295,886,1295,886,1295,886,1295,886,1295,886,1295,886,1295,886,1295,
1028,206,1028,1435,1043,1435,1042,1037,1028,206,1028,1435,1043,1435,1043,1435,1042,1028,1435,1028,1610,1028,1435,1042,1043,1042,1028,1037,1470,1464,1021,1464,1100,1464,1021,1464,1470,411,2232,411,
1696,2250,1696,2175,2249,2271,2250,1696,1971,2211,1971,2211,1232,1231,956,995,1232,1178,1230,995,1230,2470,1230,2470,1277,1476,1178,163,530,163,1775,1728,1775,1771,1696,1943,163,2265,2347,2265,
592,282,592,1509,592,1144,592,282,589,592,1509,589,1509,1144,1509,589,592,282,592,1144,592,1144,592,1509,1144,592,282,592,1144,592,1509,589,282,592,1509,592,1144,592,282,589,
2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,2386,2387,
455,552,16,566,1816,559,1378,1440,82,548,565,910,1673,966,1131,910,1311,1253,1311,910,966,1140,1311,764,1581,1711,1581,657,656,657,656,148,460,148,1649,1643,566,1782,565,1790,
2109,2185,2109,2185,2109,2185,2109,2185,2109,2185,2109,2185,2109,2185,2109,2185,2109,2185,2109,2185,2109,2185,2109,2185,2109,2185,2109,2185,2109,2185,2109,2185,2109,2185,2109,2185,2109,2185,2109,2185,
2102,144,444,753,444,753,405,753,405,1285,1382,1313,1623,1313,1655,1313,1655,1313,1655,1313,1005,1313,1655,1313,1623,1313,1005,1313,1005,1313,1382,1313,1655,1313,1382,1313,1655,1313,1005,1313,
1639,1615,809,812,1341,1044,1365,1044,1365,1044,809,1044,814,1080,809,919,1129,809,1639,1615,809,1365,809,1080,812,809,908,919,908,919,809,919,1129,1080,814,1321,1041,1321,1080,814,
1286,1136,1333,1708,1333,1207,900,1351,900,228,900,1207,1333,793,1380,1717,1380,1113,1153,163,1303,2347,2254,2039,1890,163,942,163,602,1114,1261,247,1261,247,563,500,563,37,563,219,
296,1236,1227,1236,1227,1236,861,1678,861,1236,296,1236,1227,1236,1227,1236,296,438,710,438,391,142,391,438,710,847,1468,847,1402,847,1032,848,1223,1335,1478,1336,1027,322,1644,462,
2128,2479,2319,2131,1892,2131,2319,227,142,391,142,391,1283,391,1283,427,202,747,83,747,207,747,207,688,1248,66,215,696,427,1488,206,536,411,512,411,2594,2306,427,201,427,
1006,2360,574,2475,640,549,574,1827,1962,574,1962,2509,2618,2509,2618,453,1025,453,1269,569,1457,1237,1457,163,1675,1153,1204,1153,942,163,1257,1153,1204,2624,2317,2624,1878,2571,2496,613,
834,1520,839,354,1520,1072,1520,873,920,873,920,873,920,873,920,873,1520,570,212,169,212,576,1526,1524,1526,839,354,1072,1520,1245,1524,1243,570,1243,1245,1524,570,1524,1526,576,
1429,675,2339,675,344,1627,1177,1180,1177,1519,1177,1627,344,1442,675,2339,2126,2426,1919,2431,2426,638,2409,1644,1863,1644,318,2310,318,2310,318,686,223,686,116,2428,225,2428,44,88,
500,1767,2257,1767,500,563,500,2444,2257,1767,500,563,38,273,372,273,38,563,247,1261,1114,1603,1117,1261,1117,1261,1117,2332,1117,1588,1114,1261,2089,1261,1117,247,1261,2089,1261,1117,
392,76,1934,2463,1934,2463,1934,2463,558,1641,71,1559,1703,1697,1559,1664,1559,1664,740,157,1550,1425,525,684,779,1203,542,779,747,620,747,110,745,355,745,1932,576,863,808,1450,
1870,1713,416,1713,2153,1716,2153,1713,1978,1713,1978,2510,1991,1716,1713,1870,1713,41,888,1731,888,41,94,126,2208,126,2208,2234,2208,2313,2208,2234,2208,2313,2208,1761,2208,2235,2208,2235,
1964,1862,1863,1644,1863,1595,1824,1595,1776,2543,1776,136,1370,2692,1370,1102,1413,1102,1413,1102,1479,1102,1479,136,2172,2692,2172,159,2674,2066,2674,2543,2674,2066,985,2038,985,159,2172,2692,
1888,507,2548,507,2391,2548,507,1888,2427,507,549,672,1343,1364,1343,1456,308,2028,1003,1897,1003,2146,638,1919,638,264,638,2673,163,714,833,1516,833,1516,833,1796,1030,1946,1030,1796,
1669,1236,861,1678,1570,1111,1101,843,1101,843,2658,566,466,552,374,455,374,455,374,455,552,466,566,321,2305,321,566,186,294,2430,1860,2428,44,686,225,686,381,686,634,635,
1769,2330,2604,163,2202,163,1130,163,1691,163,2202,1303,163,1225,1117,1225,1117,1114,602,163,22,2257,22,191,395,189,2102,144,188,721,188,415,1790,415,712,219,2563,2220,1958,2226,
2448,2311,2448,427,494,747,112,747,741,1157,687,1157,687,1564,1672,1352,2674,1352,1672,903,1491,851,1491,1390,1491,851,1491,903,1491,1605,1491,903,1491,903,1672,903,1672,294,665,427,
2658,843,568,843,568,478,52,228,259,582,1498,1071,1498,1351,1498,1049,1292,1049,1292,1071,1329,1071,1498,2158,1498,1049,1292,1049,1498,163,188,144,188,380,2196,2267,2196,938,611,1755,
1002,1735,983,887,1531,983,1636,2074,1636,983,1531,1154,1531,983,256,430,172,635,632,1582,1908,442,1908,1582,1545,1909,2677,2017,2677,1909,632,635,264,638,1468,847,710,569,550,2423,
1263,2585,1263,2585,1809,2071,1809,2071,1809,2071,1809,2585,2441,344,335,426,2369,2607,2310,318,686,760,2428,116,88,251,6,490,492,213,490,45,492,2323,788,1414,1393,1128,76,661,
1109,1328,1173,2583,1173,1328,1101,1111,1101,843,2658,1559,2658,843,1101,843,575,843,568,843,2658,566,34,565,239,552,472,1006,1025,1290,1644,1601,1429,1601,1429,1601,224,597,204,274,
2583,1423,2583,378,2290,378,2290,2213,1259,2312,2587,2312,521,1259,1082,1081,1082,521,1082,2312,2587,2312,1259,521,2312,1259,2312,2587,2312,2587,2312,521,344,2617,228,323,2560,1505,865,1505,
707,196,195,735,195,707,196,216,196,216,735,216,735,216,735,86,373,652,373,86,735,2527,1961,2100,2527,735,2527,1956,2649,2106,2649,249,652,373,86,373,652,86,373,652,
436,635,208,635,436,635,89,638,2673,163,769,764,910,982,247,563,163,2396,163,1130,163,1943,1696,1114,1371,1114,602,1114,163,2274,2237,2274,2237,2274,163,1113,1153,163,1792,582,
1894,1527,1543,1527,1747,2160,2434,1747,2434,2160,1747,2434,2160,1747,2434,1326,776,398,248,1326,971,1527,827,909,1894,909,1527,2524,2166,260,1324,1543,1324,260,2524,2166,2167,2161,1326,419,
864,611,719,747,91,745,2162,2599,2162,745,1886,1902,1886,745,18,866,890,18,745,561,427,493,427,1760,1879,763,2355,1879,1760,427,2024,737,747,73,747,561,747,724,747,127,
150,50,643,150,50,581,580,1212,1497,1126,580,1212,1126,580,581,222,581,50,643,1121,1344,1345,1046,2706,1138,1344,1046,2706,1640,603,670,603,1640,603,1047,1344,1345,1047,1355,1648,
802,973,993,973,802,1168,802,1168,802,1168,802,973,993,973,802,1168,802,973,802,973,993,973,802,973,993,973,802,1168,802,973,802,973,802,973,993,973,802,1168,802,1168,
2362,1870,2362,1870,2362,1870,1713,2002,1713,2002,1713,138,137,748,1941,1926,748,137,416,138,115,2421,2389,345,2421,345,1924,345,622,377,622,377,74,2654,74,2284,1293,672,591,2475,
